,Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
0,1.0,2.646420658513555,15.313313096270598,2.6101826684228304,18.34051724137931
1,2.0,2.588917531247565,22.110797918473548,2.552545864828702,24.20258620689655
2,3.0,2.5296694152994146,28.165654813529923,2.5244922341971563,26.61637931034483
3,4.0,2.498728322031595,31.325888985255855,2.5000980179885337,29.353448275862068
4,5.0,2.4594626033812736,35.29108846487424,2.4758100854939427,31.896551724137932
5,6.0,2.429910348998084,38.14234605377277,2.454783317960542,34.0301724137931
6,7.0,2.4103436627185353,40.191348655680834,2.4604736969388763,33.383620689655174
7,8.0,2.3937546586535436,41.84464440589766,2.4464787581871295,34.827586206896555
8,9.0,2.3783193538215817,43.44644405897658,2.4393595728380926,35.581896551724135
9,10.0,2.365296944885386,44.801604509973984,2.430255023364363,36.508620689655174
10,11.0,2.3549560088234576,45.836947094535994,2.4292555069101267,36.5948275862069
11,12.0,2.3486751937287225,46.43863833477884,2.4202377829058417,37.60775862068966
12,13.0,2.3371471558460852,47.64473113616652,2.4208080406846673,37.28448275862069
13,14.0,2.3286292983052634,48.438855160451,2.4082958698272705,38.75
14,15.0,2.3246869410211275,48.861665221162184,2.414800028965391,38.081896551724135
15,16.0,2.318800098670635,49.44167389418907,2.4139800943177323,38.060344827586206
16,17.0,2.3142243984566497,49.92140069384215,2.4063972621128475,38.94396551724138
17,18.0,2.3102647304948474,50.32523850823937,2.411363752957048,38.383620689655174
18,19.0,2.305095169095505,50.81580659150043,2.40734333334298,38.83620689655172
19,20.0,2.2989481316373745,51.4581526452732,2.408124361367061,38.64224137931034
20,21.0,2.290307281954022,52.2929314830876,2.4032087326049805,39.28879310344828
21,22.0,2.2846824036198705,52.84312662619254,2.399710617394283,39.6551724137931
22,23.0,2.2793093143291094,53.41229401561145,2.396774951342879,39.87068965517241
23,24.0,2.276210877756812,53.67519514310494,2.4063859692935288,38.814655172413794
24,25.0,2.2721387448769907,54.10342584562012,2.3918313815675933,40.366379310344826
25,26.0,2.267750864947039,54.5316565481353,2.388853706162551,40.581896551724135
26,27.0,2.261615550528375,55.16587163920208,2.3942269999405434,39.956896551724135
27,28.0,2.257189831936349,55.60494362532524,2.383163036149124,41.27155172413793
28,29.0,2.248624506042196,56.44785342584562,2.3825806584851494,41.27155172413793
29,30.0,2.240330305910069,57.355810928013874,2.385030307440922,41.077586206896555
30,31.0,2.2353499534330674,57.80030355594102,2.3846430170124973,41.206896551724135
31,32.0,2.230350953748923,58.285450997398094,2.379560794501469,41.57327586206897
32,33.0,2.223777242670448,58.99555507372073,2.37451403223235,42.19827586206897
33,34.0,2.218629354719276,59.545750216825674,2.3782713429681186,41.78879310344828
34,35.0,2.216857982116064,59.69210754553339,2.3721609674651045,42.28448275862069
35,36.0,2.21174470683542,60.201647875108414,2.376193375423037,41.939655172413794
36,37.0,2.2066529247932403,60.705767562879444,2.37167784592201,42.37068965517241
37,38.0,2.2034143016117094,61.00932350390286,2.382503892635477,41.27155172413793
38,39.0,2.201849890913223,61.18007372072854,2.3686071461644667,42.62931034482759
39,40.0,2.196076019370649,61.72755854293148,2.375397032704847,42.00431034482759
40,41.0,2.1914414544779635,62.193733738074584,2.369917325315804,42.7801724137931
41,42.0,2.1890168926143065,62.44037294015612,2.3736161084010683,42.1551724137931
42,43.0,2.186310866555233,62.746639202081525,2.365177271283906,43.060344827586206
43,44.0,2.1818031251482206,63.21281439722463,2.3686956027458455,42.58620689655172
44,45.0,2.17756722248438,63.5922593235039,2.3658937289797026,42.8448275862069
45,46.0,2.173704097608019,63.98525585429315,2.36602254078306,42.90948275862069
46,47.0,2.1695833946453007,64.43787944492628,2.372763964225506,42.30603448275862
47,48.0,2.16635011096468,64.75498699045967,2.371760072379277,42.41379310344828
48,49.0,2.1622322022346236,65.21032090199479,2.3678969876519567,42.672413793103445
49,50.0,2.1611401667723116,65.27536860364268,2.368540543523328,42.62931034482759
50,51.0,2.15906543682062,65.45967042497831,2.370942737316263,42.5
