,Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
0,1.0,1.635423206413328,37.07396831245394,1.626467578200733,37.99632352941177
1,2.0,1.633184211782963,37.41249078850405,1.6288628532606013,37.99632352941177
2,3.0,1.628578647498972,38.49253868828298,1.5909838897340438,44.26470588235294
3,4.0,1.5578245558366235,47.92511053795136,1.531470388174057,50.45955882352941
4,5.0,1.5293835267567335,51.195191599115695,1.5266932364772348,51.0110294117647
5,6.0,1.5067595346674993,53.41285924834193,1.5054483894039603,53.0514705882353
6,7.0,1.4967093169469559,54.33400884303611,1.5009935168658985,53.474264705882355
7,8.0,1.478636548461155,56.06577008106117,1.4938373099355136,54.080882352941174
8,9.0,1.469612697116048,57.106669123065586,1.4914289758485906,54.3014705882353
9,10.0,1.4628337000605809,57.83898305084746,1.485382431745529,54.83455882352941
10,11.0,1.4611213214272687,58.08078481945468,1.4869332965682536,54.79779411764706
11,12.0,1.4573463996105012,58.446941783345615,1.4851835615494673,55.11029411764706
12,13.0,1.455595289729673,58.58741709653648,1.48565753067241,54.88970588235294
13,14.0,1.4532270174564117,58.921333824613114,1.4877676360747394,54.981617647058826
14,15.0,1.4543066197840184,58.810795873249816,1.4877577788689558,54.94485294117647
15,16.0,1.4489764609842855,59.236827560795874,1.4885487342582029,54.54044117647059
16,17.0,1.4470593162380603,59.388817243920414,1.4851312188541188,54.6139705882353
17,18.0,1.435933403742164,60.30075534266765,1.4838093813727884,54.57720588235294
18,19.0,1.426111627345412,61.28638540899042,1.480386736463098,55.11029411764706
19,20.0,1.4209475726789644,61.839075165806925,1.4797777659752789,55.0735294117647
20,21.0,1.4145600182569107,62.557571849668385,1.4817180917543524,54.83455882352941
21,22.0,1.4074114262398851,63.356669123065586,1.4837916612625122,55.036764705882355
22,23.0,1.4020900068778541,63.89784450994841,1.4928988996674033,53.89705882352941
23,24.0,1.396915034634626,64.51271186440678,1.4984406197772306,53.58455882352941
24,25.0,1.3950921712592848,64.61634119380987,1.4879025420721839,54.81617647058823
25,26.0,1.3897871799388175,65.17824244657332,1.4899399694274453,54.283088235294116
26,27.0,1.3834894381205476,65.82765291083273,1.493794621439541,54.154411764705884
27,28.0,1.3798420760415455,66.23295873249816,1.4906495350248674,54.466911764705884
28,29.0,1.3728593416572408,66.88697494473102,1.4921529836514418,54.356617647058826
29,30.0,1.368308691962642,67.37288135593221,1.4751733639661004,56.10294117647059
30,31.0,1.3676412603656598,67.42584745762711,1.4855551032459036,55.05514705882353
31,32.0,1.3644931378747578,67.77588430361091,1.485743068596896,54.963235294117645
32,33.0,1.3609412590545509,68.04992630803243,1.4836932189324323,55.14705882352941
33,34.0,1.3574573470110742,68.41608327192336,1.4866378749118132,54.9264705882353
34,35.0,1.354076840197592,68.7569086219602,1.4857653986005221,54.981617647058826
35,36.0,1.3530878770764294,68.84672070744288,1.4834824106272528,55.404411764705884
36,37.0,1.3504235230128205,69.15760869565217,1.488522107110304,54.48529411764706
37,38.0,1.3482685173005855,69.33262711864407,1.4879039259517894,54.779411764705884
38,39.0,1.3455151441612048,69.58364038319823,1.4809245709110708,55.42279411764706
39,40.0,1.3439583568425415,69.75175018422992,1.4862689119928023,55.0
