,Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
0,1.0,3.1141369147232045,27.74342517219787,3.106946409196782,27.63157894736842
1,2.0,3.1125224866789436,27.81778334376957,3.106945576225606,27.63157894736842
2,3.0,3.1125027018184577,27.8197401377583,3.106945575030525,27.63157894736842
3,4.0,3.1125614051902453,27.813869755792112,3.106945575030525,27.63157894736842
4,5.0,3.112522270056928,27.81778334376957,3.106945575030525,27.63157894736842
5,6.0,3.1125027018931037,27.8197401377583,3.106945575030525,27.63157894736842
6,7.0,3.11254183844469,27.81582654978084,3.106945575030525,27.63157894736842
7,8.0,3.1125418376235867,27.81582654978084,3.106945575030525,27.63157894736842
8,9.0,3.1125222705794484,27.81778334376957,3.106945575030525,27.63157894736842
9,10.0,3.112502702117041,27.8197401377583,3.106945575030525,27.63157894736842
10,11.0,3.112541837772878,27.81582654978084,3.106945575030525,27.63157894736842
